gene,UMAP1,UMAP2,cluster
ARF4,-6.8314595,-4.6943254,476
ARF6,2.3625875,1.5991628,572
ARFGAP1,4.3902745,-6.388639,50
ARFGAP3,13.037154,-5.355462,573
ARFGEF1,2.3580794,1.603103,572
ARFGEF3,-3.3614275,9.811846,574
ARFRP1,2.8846164,6.6378407,575
ARG2,7.112764,-1.4328141,403
ARGFX,4.2494693,8.4115095,576
ARGLU1,3.1984482,-1.9481828,577
ARHGAP1,2.966899,0.22446021,578
ARHGAP10,-2.6503706,-0.47917143,11
ARHGAP11A,11.616339,9.933108,579
ARHGAP12,-1.1597397,3.9631543,580
ARHGAP15,6.8408933,7.701939,581
ARHGAP17,10.203051,0.36747822,582
ARHGAP18,-3.7697735,1.1370043,234
ARHGAP19,14.361874,11.971611,483
ARHGAP20,-0.45466554,-7.8540845,583
ARHGAP21,-4.635279,2.988593,584
ARHGAP22,-1.7342967,-6.6396685,181
ARHGAP23,-2.9988065,1.3942896,566
ARHGAP24,6.1869574,-7.23578,585
ARHGAP25,10.292422,9.868,586
ARHGAP26,0.46710363,11.512279,587
ARHGAP27,0.20561771,14.083794,507
ARHGAP28,5.00176,-1.7208757,147
ARHGAP29,-6.45811,-1.4041793,418
ARHGAP30,11.034178,12.393563,546
ARHGAP31,1.542967,-7.3449683,358
ARHGAP32,1.6941996,11.778414,79
ARHGAP33,14.978876,4.6168876,588
ARHGAP35,-0.36980316,7.0008154,589
ARHGAP36,5.0935235,9.573742,222
ARHGAP39,0.02727492,9.294569,590
ARHGAP4,9.335949,6.14105,591
ARHGAP44,8.191553,13.228703,592
ARHGAP45,7.0777144,14.854624,593
ARHGAP5,-1.6607625,3.8736727,141
ARHGAP6,-0.8997805,3.7663865,594
ARHGAP8,1.1533793,14.203768,595
ARHGAP9,16.661118,3.4953263,288
ARHGDIA,4.4741144,12.244442,596
ARHGDIB,3.8512435,4.0053616,597
ARHGDIG,4.875922,7.500299,598
ARHGEF1,8.140153,5.385595,599
ARHGEF10,-4.3199334,1.0713228,600
ARHGEF10L,-1.4500345,4.8471417,601
ARHGEF11,-1.8379223,7.7014165,602
ARHGEF12,-1.7892095,-3.802417,603
ARHGEF16,1.040711,16.576813,604
ARHGEF17,-4.049307,-7.1311746,605
ARHGEF18,4.3621016,-6.3538733,50
ARHGEF19,-5.661125,6.6359267,369
ARHGEF2,10.060659,-2.3886652,606
ARHGEF25,2.504984,-1.127304,526
ARHGEF26,2.7955587,0.86375016,607
ARHGEF28,-6.9981937,-2.7483888,363
ARHGEF3,5.894382,7.6210237,25
ARHGEF33,-0.9004713,8.944931,608
ARHGEF37,-3.6678228,10.85488,609
ARHGEF38,3.8058074,14.095856,7
ARHGEF39,9.184334,3.0296545,610
ARHGEF4,-0.14688651,11.021452,611
ARHGEF40,-1.4045895,-5.262069,612
ARHGEF5,-3.59018,12.816939,569
ARHGEF6,12.021541,-1.3309822,51
ARHGEF7,8.003342,8.862727,613
ARHGEF9,8.413725,2.0545833,559
ARID1A,16.442944,1.4971783,614
ARID1B,12.898944,-2.3628356,615
ARID2,11.232007,6.2167106,484
ARID3A,15.730223,7.063568,616
ARID3B,15.732644,7.0613885,616
ARID4A,14.278809,8.215297,454
ARID4B,10.133962,-0.30218598,617
ARID5A,12.083344,-1.4082655,51
ARID5B,-1.2750492,-0.13352339,119
ARIH1,1.222535,5.763978,618
ARIH2,5.5118365,1.4499068,619
ARK2C,6.4339156,3.8950336,620
ARL1,3.269374,-2.65151,52
ARL10,7.223601,2.817349,621
ARL11,10.99892,12.42444,546
ARL13B,2.90629,-7.3168464,622
ARL14,-5.64113,10.520248,250
ARL14EPL,-4.176662,2.4366643,623
ARL15,6.709496,-2.0698392,624
ARL2,-0.9296925,-6.0137153,625
ARL2BP,2.9003346,-7.3155093,622
ARL3,2.3016195,0.4220093,626
ARL4A,-5.068958,-6.1715584,627
ARL4C,-2.3468451,-2.0763123,628
ARL5B,14.390296,2.9249659,167
ARL5C,10.19039,0.0015395778,629
ARL6,-0.83530414,1.7574328,630
ARL6IP1,3.2518249,6.131712,211
ARL6IP5,-5.9045515,0.89579695,631
ARL6IP6,10.188868,-6.362747,632
ARL8A,7.246103,10.094133,571
ARL8B,3.1465142,0.12185171,456
ARL9,4.6281886,-4.551135,633
ARMC10,4.681745,9.163189,634
ARMC5,15.082449,3.9526699,635
ARMC6,11.659334,9.123834,636
ARMC7,4.8259053,12.875408,637
ARMC9,2.2698052,-7.752039,341
ARMCX1,1.8467363,-8.174608,337
ARMCX2,6.686522,-8.622271,638
ARMCX3,-1.0770398,0.8260608,554
ARMCX4,3.6285675,-0.85183984,639
ARMCX5,-0.87881047,-4.4934263,385
ARMCX6,-1.0775183,0.82071644,554
ARMH1,4.9941077,9.43609,640
ARMH3,10.079224,-0.83601964,641
ARMH4,2.2717392,-5.043901,642
ARMT1,8.471484,4.2613096,643
ARNT,15.230245,-0.54261786,60
ARNT2,0.46920386,-7.090395,644
ARPC1A,-0.62969327,-4.272298,645
ARPC1B,-3.7649834,1.1327252,234
ARPC2,0.088741876,4.312742,646
ARPC3,8.292347,-3.2080183,647
ARPC4,3.143458,0.123225816,456
ARPC5,9.164599,-4.3671956,648
ARPIN,-6.4706335,0.8001443,649
ARPP19,13.142244,-0.61678475,650
ARPP21,3.3721397,2.2284193,199
ARRB1,3.4793031,7.3932137,13
ARRB2,5.809782,3.931072,651
ARRDC1,-0.70091134,14.339476,652
ARRDC2,-0.04647775,7.420715,653
ARRDC3,2.419336,3.5517483,654
ARRDC4,-2.1552145,7.658826,655
ARSA,-1.7780344,0.55348283,656
ARSB,1.5422921,-7.343036,358
ARSD,-3.403075,1.702243,657
ARSG,11.298418,-2.9038894,658
ARSI,0.80282944,-2.57748,659
ARSJ,-2.3464603,-2.0744314,628
ARSK,7.648455,-5.3030996,660
ARSL,-7.902943,0.33689582,661
ART1,5.9803095,1.9041207,662
ART3,4.421206,4.4349966,2
ARTN,-0.5232073,11.302755,663
ARV1,10.556445,-3.6286106,328
ARVCF,1.4412515,10.97985,664
AS3MT,3.6328895,-0.8578901,639
ASAH1,-2.16271,3.8396437,665
ASAH2,-3.1359928,5.675612,287
ASAP1,-2.4504259,1.0188657,528
ASAP2,-6.997525,-2.7505703,363
ASAP3,0.24122322,-6.8396606,153
ASB1,4.7919536,-5.6030397,666
ASB13,6.238402,13.288298,667
ASB16,11.348449,5.003485,668
ASB2,12.45106,2.6185093,261
ASB3,13.390742,2.0968926,425
ASB4,5.1420484,8.280867,548
ASB5,2.753821,-7.8318787,151
ASB6,11.558766,-0.96474606,669
ASB7,6.419076,5.442068,670
ASB9,-4.926059,3.0952487,671
ASCC1,4.163558,6.2106366,672
ASCC3,1.7217938,6.7617016,673
ASCL1,7.393734,10.024169,155
ASCL2,-0.7064776,14.348554,652
ASCL4,1.9077145,6.5767107,125
ASCL5,2.422842,10.77465,674
ASF1A,10.189411,-6.3624167,632
ASF1B,9.442321,-1.9460305,300
ASGR1,5.7826533,4.334199,192
ASH1L,1.6685352,2.3582222,675
ASH2L,10.604241,5.500218,676
ASIC1,6.2827144,1.5156895,368
ASIC3,6.9980693,13.869533,677
ASIP,11.230946,11.3605,103
ASL,0.6078597,2.5741043,678
ASNS,16.188686,-0.7530165,17
ASNSD1,5.740448,0.060182363,679
ASPDH,12.435357,11.142566,450
ASPH,-6.1343875,-4.3812723,189
ASPHD1,4.8683395,-0.26507303,680
ASPHD2,12.071822,-1.3601867,51
ASPM,13.347051,-1.4459631,681
ASPRV1,10.329325,4.2455792,682
ASPSCR1,0.56267315,4.989989,166
ASRGL1,8.191217,13.227285,592
ASS1,1.6963553,11.775066,79
ASTL,11.91021,9.740419,683
ASTN1,7.377412,-7.3953514,684
ASTN2,7.993344,-8.0976715,685
ASXL1,6.0395627,0.74951184,686
ASXL3,-3.3238134,4.793532,687
ATAD1,9.788613,12.877784,688
ATAD2,8.3921,-4.276514,689
ATAD3A,8.28268,5.925531,690
ATAD3B,8.284128,5.9225373,690
ATAD3C,3.1755297,12.882837,131
ATAD5,11.518958,7.1711626,19
ATAT1,10.569454,3.1711059,691
ATCAY,8.076403,-6.3444047,692
ATE1,11.380632,3.7208443,693
ATF1,11.40577,3.2043266,415
ATF3,3.4935164,10.304929,136
ATF4,11.87883,-0.16808796,694
ATF5,8.253424,3.3962033,360
ATF6,8.815707,-0.7843188,518
ATF6B,13.66436,7.133408,695
ATF7,5.5767093,-4.796202,696
ATF7IP,-2.8003411,3.1146984,697
ATF7IP2,10.632542,3.7112358,238
ATG10,14.131242,-2.7087202,698
ATG101,8.63644,-1.4908469,699
ATG12,3.6824594,-2.7549129,515
ATG13,10.593326,2.5235214,700
ATG14,-4.352241,-5.1640096,701
ATG16L1,4.527761,7.989924,702
ATG16L2,12.501822,13.074882,475
ATG2A,2.6108146,10.4704485,703
ATG2B,8.062321,-3.4571626,704
ATG3,5.0410023,3.7136242,705
ATG4A,0.41415545,8.069864,706
ATG4D,10.329651,4.2462583,682
ATG7,6.6492624,-0.6612787,707
ATG9A,-0.04060199,-5.334011,400
ATIC,13.049212,8.914539,310
ATL1,3.0056775,1.2555133,708
ATL2,8.830499,12.807182,709
ATL3,-8.007693,2.823376,710
ATM,9.537369,2.7538357,61
ATMIN,-2.0179644,6.8948197,711
ATN1,-1.4871786,-2.126892,480
ATOH1,7.1317215,6.454991,14
ATOH8,-0.44819435,-3.2282848,148
ATOSA,11.773144,6.7188816,63
ATOSB,-2.6911428,-5.4220257,170
ATOX1,3.6785934,-6.735908,712
ATP10A,1.1679306,1.7911018,713
ATP10B,1.84169,11.566385,714
ATP10D,-1.880112,-1.3296481,715
ATP11A,3.78951,14.081469,7
ATP11B,5.99248,7.703753,25
ATP11C,9.686684,2.9639225,716
ATP12A,2.01408,4.484646,717
ATP13A1,11.115823,3.729362,718
ATP13A2,1.4805877,6.098737,719
ATP13A3,0.61273515,-3.2959142,720
ATP1A1,-5.3724957,0.04846817,721
ATP1A3,14.122664,-0.3338421,722
ATP1B1,-4.2940226,7.389641,723
ATP1B2,3.5836182,2.4156642,724
ATP1B3,-6.010967,6.283341,725
ATP1B4,3.6422892,7.5369864,726
ATP23,13.110806,5.681388,727
ATP2A1,14.994817,6.727574,110
ATP2A2,-1.7919878,-3.8009129,603
ATP2A3,12.139414,3.0371277,728
ATP2B1,-5.0709286,8.051047,729
ATP2B3,7.5155025,-0.043348275,730
ATP2B4,-1.8127235,-5.0655904,731
ATP2C1,-4.6358805,2.9877644,584
ATP2C2,-1.1390132,13.285613,146
ATP5F1A,16.92384,4.714005,732
ATP5F1B,11.46684,0.83543104,36
ATP5F1C,4.9099584,6.353382,733
ATP5F1D,8.681224,14.048725,393
ATP5IF1,6.685455,11.142962,734
ATP5MC1,14.374672,0.8024545,735
ATP5MC2,14.936399,5.831266,736
ATP5ME,3.7255723,6.720261,737
ATP5MG,15.40095,3.444666,20
ATP5MGL,9.675515,6.874526,488
ATP5MK,7.090795,-5.4946995,738
ATP5PB,9.48029,-1.0874685,739
ATP5PD,8.262366,10.380856,740
ATP5PF,8.33745,-4.5810633,741
ATP5PO,8.336836,-4.580741,741
ATP6AP1,-3.2522793,2.6135008,742
ATP6AP2,0.10292741,-8.432122,743
ATP6V0A1,3.2009168,3.8259943,744
ATP6V0A2,16.00356,4.7178526,85
ATP6V0A4,-4.9242783,3.0954301,671
ATP6V0B,0.82920116,-3.6936216,16
ATP6V0C,-2.619123,0.6072566,745
ATP6V0D1,1.0734034,-1.9843408,746
ATP6V0D2,-5.111595,-1.5149077,747
ATP6V0E1,-1.474398,-7.5463905,748
ATP6V0E2,7.99078,-8.100493,685
ATP6V1A,10.197104,-3.1262486,749
ATP6V1B1,-5.12016,9.533146,750
ATP6V1B2,12.172223,8.332317,751
ATP6V1C1,-3.945903,1.0824358,411
ATP6V1C2,3.5437899,10.26579,136
ATP6V1D,2.5565822,-3.4320257,752
ATP6V1E1,-5.925014,0.9005847,631
ATP6V1E2,6.7196436,2.9188178,531
ATP6V1F,9.181451,-1.1206849,390
ATP6V1G1,5.005122,3.141605,753
ATP6V1G2,3.163362,-3.09059,754
ATP6V1H,-5.8857427,0.8709976,631
ATP7A,12.728759,-3.9318237,755
ATP7B,4.853471,7.486172,598
ATP8A1,11.381428,6.3492074,484
ATP8A2,7.377434,-7.395599,684
ATP8B1,-5.030207,5.658463,45
ATP8B2,9.518567,-4.975782,756
ATP8B3,1.115616,-2.6518471,164
ATP8B4,3.746113,7.659657,24
ATP9A,-3.6018178,5.324653,470
ATP9B,7.552214,1.9037719,757
ATPAF1,7.9423246,0.7068068,214
ATPAF2,15.027087,6.7361455,110
ATPSCKMT,6.818091,4.470866,758
ATR,2.6405573,5.5523443,120
ATRIP,15.192139,2.9645374,759
ATRN,-1.3355507,-4.7611213,760
ATRNL1,8.979727,-5.508782,761
ATRX,1.6869256,2.3678923,675
ATXN1,-1.8099285,-5.060022,731
ATXN10,-3.69245,3.5781913,762
ATXN2,11.254408,11.321508,103
ATXN2L,13.753876,-0.063088894,157
ATXN7,9.864387,8.410006,763
ATXN7L1,13.26546,10.230143,432
ATXN7L2,16.875875,-0.5402073,764
ATXN7L3,14.358732,8.768437,301
ATXN7L3B,12.965975,5.251489,765
AUNIP,8.901863,9.419963,766
AUP1,5.1038194,11.615138,767
AURKA,1.9893559,3.658079,523
AURKAIP1,14.551565,-2.7026188,768
AURKB,13.10514,2.7766242,251
AUTS2,-1.3415132,0.5792525,769
AVEN,-0.6710761,2.628146,770
AVIL,9.311029,7.1159544,346
AVP,3.5119276,7.504831,409
AVPI1,-3.3485987,2.827258,367
AVPR1A,11.309495,0.05086765,771
AVPR1B,3.6191223,7.607499,772
AXIN1,9.366056,1.6937081,213
AXIN2,5.8100777,10.301929,773
AXL,-5.061627,-4.7115316,774
AZGP1,1.8383448,11.570578,714
AZI2,9.871186,-5.836859,313
AZIN1,6.757101,1.1989499,775
AZIN2,2.2701087,-7.752599,341
AZU1,5.1027355,11.613621,767
B2M,2.3897784,-4.5907245,776
B3GALNT1,-7.042802,5.910387,777
B3GALT2,11.246932,0.09614798,771
B3GALT4,-4.2988315,11.469703,188
B3GALT5,-7.216833,3.3473372,169
B3GALT6,6.1239357,-0.2615929,778
B3GAT1,6.6643596,10.634178,779
B3GAT2,8.058423,-5.497095,780
B3GAT3,5.4515953,2.8795273,516
B3GLCT,-0.42094007,-0.17476706,781
B3GNT2,8.069151,11.780483,782
B3GNT3,-3.6119857,12.837139,569
B3GNT4,4.238552,11.540816,783
B3GNT5,-6.6626177,9.965725,784
B3GNT6,-3.0091848,8.589501,252
B3GNT7,-2.1687522,2.5352216,785
B3GNT8,1.2559447,11.479495,786
B3GNT9,0.15006714,-4.306875,787
B3GNTL1,8.681025,14.047959,393
B4GALNT1,-0.3951124,-0.747806,788
B4GALNT2,-5.315708,7.599483,5
B4GALNT3,0.65209043,8.071655,789
B4GALNT4,4.019988,9.992306,790
B4GALT1,-7.747122,3.54106,791
B4GALT2,2.4543092,-1.0802755,526
B4GALT3,7.7143264,2.5385885,792
B4GALT4,-5.0609713,-2.14784,793
B4GALT5,9.328261,0.33110186,794
B4GALT6,2.0561123,-1.9914958,795
B4GALT7,-0.5427998,-1.0625657,796
B4GAT1,1.481592,-7.2592015,358
B9D1,-7.178225,4.490793,797
BAALC,1.6868765,-6.1816335,197
BAAT,1.9093195,4.1108484,798
BACE1,0.70900565,-5.97358,12
BACE2,0.7585373,-5.0230803,799
BACH1,-2.5961063,8.441382,800
BACH2,7.252387,2.807601,621
BAD,-0.5629655,2.493628,801
BAG1,10.462866,10.642602,122
BAG2,2.0416336,-1.9999046,795
BAG3,-6.1251335,-4.3746977,189
BAG4,8.498618,-7.127753,802
BAG6,14.871804,-2.1739995,178
BAHD1,7.9305253,2.5430214,257
BAIAP2,-6.247089,2.3135407,803
BAIAP2L1,-1.5846087,10.700649,804
BAIAP2L2,-0.18068655,11.352534,805
BAIAP3,4.8262734,12.876187,637
BAK1,2.2564173,1.02685,806
BAMBI,3.1075194,0.6310873,807
BANK1,2.9102511,8.65852,186
BANP,14.937654,6.756752,110
BAP1,6.8809876,10.8686285,808
BARD1,9.798032,-7.994008,809
BARHL2,11.338697,0.039742317,771
BARX1,-5.9186325,5.6904273,810
BARX2,-3.4018903,13.354994,811
BASP1,-1.7375038,-6.774249,812
BATF,11.008037,12.411815,546
BATF2,-4.169982,3.6885767,813
BATF3,7.157095,-2.8973598,814
BAX,9.994456,-3.845066,815
BAZ1A,9.660571,10.603554,816
BAZ1B,16.052229,5.538619,329
BAZ2A,7.565052,4.3869214,817
BAZ2B,1.6958964,2.3612158,675
BBC3,9.825464,9.100324,818
BBLN,9.49316,14.681909,819
BBOF1,1.392148,-6.436747,820
BBOX1,-5.119466,9.533084,750
BBS1,1.644629,8.845997,821
BBS10,2.6909637,-1.7552167,353
BBS2,-1.7859354,-3.834054,603
BBS4,8.475457,1.4352435,822
BBS5,3.6715796,-3.8283787,823
BBS7,1.4077877,3.350559,419
BBS9,2.7222822,-1.787508,353
BBX,4.0634537,-5.754168,824
BCAM,-4.937033,6.410197,825
BCAN,1.9097155,4.1146474,798
BCAP29,2.9139328,-4.6737585,826
BCAP31,-3.4026463,1.7017876,657
BCAR1,-7.2471433,5.6113048,540
BCAR3,-0.12823239,-2.0611188,827
BCAS1,0.17095459,13.136727,206
BCAS2,0.9645084,-0.8622116,828
BCAS3,-0.83280736,1.7634037,630
BCAS4,3.661576,0.629396,437
BCAT1,10.189856,0.0015873576,629
BCAT2,8.54988,8.152492,829
BCCIP,14.385328,2.9157124,167
BCDIN3D,15.409948,1.076323,830
BCHE,5.183586,-5.0918393,21
BCKDHA,-0.6348428,8.0290165,831
BCKDHB,9.75883,9.655471,66
BCL10,-1.5088358,-1.2426779,832
BCL11A,2.1922886,7.6416593,833
BCL11B,-0.5092489,11.2958145,663
BCL2,15.690302,-1.4639686,834
BCL2A1,-5.7444954,4.681499,835
BCL2L1,-3.3616073,9.81023,574
BCL2L11,10.455,10.644394,122
BCL2L13,-3.0108385,0.34070104,38
BCL2L14,-1.402262,14.1360235,373
BCL2L15,3.3476534,5.0313063,145
BCL2L2,-3.5986366,5.3369317,470
BCL3,-4.6092715,0.24705681,836
BCL6,0.3551787,-1.860775,837
BCL7A,11.265522,6.2562666,484
BCL7C,5.6090894,-5.880609,838
BCL9,13.84466,1.6630962,839
BCL9L,-7.2461925,5.611353,540
BCLAF1,5.5596642,-0.61172444,408
BCO1,2.09647,9.0588455,840
BCO2,5.8963876,7.620228,25
BCOR,15.907597,8.596471,841
BCORL1,10.931472,1.6224796,842
BCR,-0.864361,12.154058,843
BCS1L,8.147793,5.312553,844
BDH1,13.99703,10.2037735,845
BDH2,1.1898689,9.561959,846
BDKRB1,0.3288336,2.4611764,422
BDKRB2,0.32897264,2.4611087,422
BDNF,-5.0591187,-4.708485,774
BDP1,10.938695,8.932779,452
BECN1,-0.6458329,7.0018,847
BEGAIN,2.5063105,3.1265345,848
BEND3,11.268511,6.2565427,484
BEND4,9.791368,-7.992086,809
BEND5,3.3528178,2.2089868,199
BEND6,3.8549163,-5.450396,849
BEND7,-1.0876373,2.9721313,850
BEST1,-1.6628573,3.8747473,141
BEST2,3.5218515,10.288299,136
BEST3,8.153645,-7.0119314,423
BET1,0.5887071,-8.217036,851
BET1L,-0.64598036,6.9971848,847
BEX1,9.551886,-5.027384,756
BEX2,-0.8836638,8.939705,608
BEX3,-3.7771811,0.50280195,852
BEX4,3.8444128,-6.2004714,853
BEX5,1.4193135,6.957228,854
BFSP1,-1.6647729,-5.5569835,855
BFSP2,12.840662,6.3718367,856
BGLAP,15.083301,3.9589713,635
BGN,0.24304636,-6.840606,153
BHLHA15,4.600658,10.867723,857
BHLHE22,6.2079887,3.0596895,541
BHLHE40,-4.6480227,0.28326854,542
BHLHE41,-1.0060673,-1.9888341,858
BHMT2,8.152977,-7.0121455,423
BICC1,-0.10354527,-2.858938,859
BICD1,1.4165621,3.3496141,419
BICD2,-4.225437,-4.47746,27
BICDL1,3.5593538,9.974491,860
BICDL2,-1.208464,13.210768,146
BICRA,1.8726445,1.2095942,256
BID,2.0753973,1.6959325,861
BIK,3.499833,15.52078,481
BIN1,-4.75464,-2.3754377,202
BIN2,7.0780725,14.855107,593
BIN3,13.266639,3.08216,862
BIRC2,1.6000881,-4.3994236,863
BIRC3,-5.101572,7.4948015,864
BIRC5,7.5165105,3.2431905,865
BIRC6,14.264619,8.210562,454
BIRC7,5.8715734,2.2996876,866
BIVM,8.844132,-6.8493342,46
BLCAP,-0.4334336,13.411945,867
BLK,6.8309455,7.707476,581
BLM,9.915141,4.017322,868
BLMH,11.13217,8.665702,869
BLNK,10.9932785,12.433727,546
BLOC1S1,10.20432,2.4859283,870
BLOC1S3,14.920675,-3.8485427,871
BLOC1S6,8.387199,11.018553,509
BLTP1,2.6013582,3.6702883,449
BLTP2,10.628019,2.4471207,700
BLTP3A,12.10111,6.1537814,872
BLTP3B,5.7403483,0.059688307,679
BLVRA,-1.4064274,-5.612463,873
BLVRB,-8.010128,2.820142,710
BLZF1,-1.2492818,1.575021,874
BMAL1,2.1882374,0.7822249,176
BMAL2,-7.6062675,4.364368,260
BMERB1,3.0912318,-5.3878226,77
BMF,6.007504,-0.684161,875
BMI1,7.857099,-4.179363,876
BMP1,0.14720114,-4.302572,787
BMP2,-5.5209494,3.968308,268
BMP2K,9.123533,-3.8586767,168
BMP3,2.723605,1.4807545,877
BMP4,-7.2001762,3.3348424,169
BMP5,2.3154738,9.588283,878
BMP6,-6.3833666,-0.10854333,879
BMP7,9.921223,0.851998,880
BMPER,-5.5850945,2.246539,881
BMPR1A,2.7556252,-3.7204843,376
BMPR1B,0.30215397,-0.8052259,882
BMPR2,-0.4450578,-3.2186701,148
BMT2,-1.1946565,3.2605302,883
BNC1,-6.15242,0.03742684,884
BNC2,-1.9973762,-2.618284,71
BNIP1,14.934064,5.8126087,736
BNIP3,4.5159187,-1.7176601,223
BNIP3L,-1.196362,3.2597406,883
BNIPL,1.7214196,15.261278,885
BOC,-2.649202,-2.095354,886
BOD1,-0.42932978,-3.1934416,148
BOD1L1,10.876667,4.6479263,887
BOK,-2.4354236,7.504718,888
BOLA1,5.517075,11.112242,249
BOLA3,14.551792,-2.7028375,768
BOP1,15.204087,6.0453625,299
BORA,9.661731,10.594853,816
BORCS5,7.1350446,0.85436493,889
BORCS7,11.391086,3.7220998,693
BORCS8,14.134447,-2.7080462,698
BPGM,-1.844058,3.1168373,890
BPHL,-1.9099702,-0.55986947,891
BPIFB1,-1.1645873,13.271802,146
BPIFB3,6.2114997,9.705581,538
BPNT1,10.552091,-3.626307,328
BPNT2,2.9869065,-3.1179748,892
BPTF,11.511794,7.175402,19
BRAF,11.854646,5.847368,893
BRAP,8.689956,-3.587031,894
BRAT1,6.3042927,6.8258433,895
BRCA1,13.161843,5.743473,727
BRCA2,5.5735507,8.534917,896
BRCC3,-2.2315805,6.289839,443
BRD1,12.530862,5.341976,292
BRD2,16.443722,1.4939077,614
BRD3,7.381501,11.944996,897
BRD4,8.281502,3.4121742,360
BRD7,10.563332,-4.1826916,898
BRD8,9.862161,8.424668,763
BRD9,3.8107865,11.669361,899
BRDT,3.5224657,10.298785,136
BRF1,1.2011012,7.998801,900
BRI3,-0.62960094,-4.274435,645
BRI3BP,13.924046,8.881293,901
BRICD5,0.5407565,4.9880123,166
BRINP1,0.040329628,0.54774034,902
BRINP3,11.263285,0.0930445,771
BRIP1,7.5141163,3.23699,865
BRIX1,9.282769,11.502915,903
BRK1,11.798939,-5.732852,904
BRME1,0.71443856,1.77086,905
BRMS1,2.231205,4.2301264,269
BRMS1L,8.052365,4.7380037,906
BRPF1,8.260638,3.4012814,360
BRPF3,2.3671184,9.633095,878
BRSK1,9.135491,-6.750868,438
BRSK2,-6.8442755,3.4982367,907
BRWD1,9.921339,7.2974744,352
BRWD3,15.645552,3.9663074,908
BSCL2,10.55492,-4.7119503,909
BSG,-3.387045,-3.6156862,910
BSN,8.191102,13.229505,592
BSND,3.507562,10.299868,136
BSPRY,3.4966178,15.521625,481
BST1,1.6511344,-3.244521,911
BST2,4.57211,0.646071,912
BTAF1,12.477571,13.053638,475
BTBD1,13.788957,-4.200455,913
BTBD10,-4.333858,-3.082357,914
BTBD16,-1.518839,9.129511,303
BTBD17,11.731147,-5.218419,291
BTBD2,14.937667,6.7561674,110
BTBD3,-1.8382436,7.703292,602
BTBD6,0.11201794,12.061675,915
BTBD7,-2.0070765,6.8846645,711
BTBD9,4.2625327,-0.82457,126
BTC,1.6906015,9.90878,916
BTD,2.9832764,-3.122943,892
BTF3,13.4469185,12.344397,917
BTF3L4,7.1524043,-2.5108306,918
BTG1,0.9638108,2.553633,919
BTG2,16.835457,6.0339184,920
BTG3,-0.79672766,-5.3570538,921
BTK,11.881231,5.0694237,922
BTN1A1,6.5352716,9.025878,923
BTN2A1,-5.4460726,2.8710122,924
BTN2A2,9.613372,-2.8876672,469
BTN3A1,2.38918,-4.5915184,776
BTN3A3,2.3890367,-4.591268,776
BTNL9,7.202021,7.1498537,925
BTRC,8.086393,5.9602146,926
BUB1,9.450852,-1.9431471,300
BUB1B,11.612459,9.913841,579
BUB3,8.511046,3.972381,927
BUD13,9.117172,11.3642645,928
BVES,7.177187,-0.17280716,431
BZW1,-3.953394,1.0774252,411
BZW2,-2.6611762,2.5260842,929
C10orf88,7.2639303,5.767369,930
C10orf90,1.4340293,-5.1041317,931
C11orf21,8.029217,-1.3161253,279
C11orf24,6.1496806,-8.96493,932
C11orf52,0.560917,14.662614,26
C11orf54,4.582608,4.6375847,561
C11orf58,14.247869,2.2847362,933
C11orf65,1.9596493,6.7440763,455
C11orf68,-6.520899,-1.1512114,934
C11orf71,4.5629807,4.6557484,561
C11orf86,-5.4621964,5.3321576,935
C11orf91,-3.5011477,-0.3723163,936
C12orf56,2.811394,6.5669847,937
C12orf57,5.8717136,5.6201463,938
C12orf60,8.625661,2.3196287,274
C12orf71,2.4377685,4.930032,939
C12orf75,1.105316,-2.6451142,164
C14orf28,2.018651,2.4205785,940
C15orf39,11.032684,12.391658,546
C15orf48,-3.8077612,8.832732,941
C15orf62,-0.86631215,12.1525545,843
C16orf46,7.18563,8.304726,942
C16orf54,9.376819,11.42338,943
C16orf74,-3.021682,7.5520415,461
C16orf86,5.2267904,2.9313903,944
C16orf87,13.680555,0.9215083,945
C16orf89,0.83371484,-3.6887205,16
C16orf90,5.5491796,11.081866,249
C16orf92,13.290375,3.63869,210
C16orf95,2.9186544,1.4768646,946
C17orf49,16.647303,2.7871046,263
C17orf50,5.583177,5.062155,947
C17orf58,3.1129735,-0.9912147,463
C17orf75,15.648902,3.9791722,908
C17orf99,3.2797163,12.951153,133
C18orf21,5.869567,5.6185308,938
C18orf32,5.791696,6.454187,948
C18orf54,10.0364685,-1.5211959,949
C19orf12,5.115495,-6.699429,302
C19orf25,12.975752,1.2677774,950
C19orf33,-2.9946268,12.288097,496
C19orf38,1.3863982,9.719801,350
C19orf44,8.283533,3.3981292,360
C19orf47,7.820587,1.3770816,217
C19orf53,10.927945,-1.1903465,951
C19orf67,5.147621,5.71543,952
C19orf81,0.099819876,-0.6300336,180
C1D,11.749876,-4.2611933,953
C1GALT1,2.576593,0.12521756,954
C1GALT1C1,-4.284905,-4.4621615,955
C1QBP,14.465559,5.5137696,956
C1QL1,2.8673143,-3.0130608,957
C1QL3,8.739665,8.081253,958
C1QL4,3.1071765,3.8018231,959
C1QTNF1,-5.1007757,-5.3235607,960
C1QTNF12,10.381302,13.878243,961
C1QTNF3,6.711275,11.399596,962
C1QTNF4,6.708531,11.399712,962
C1QTNF5,0.69555736,-5.9515333,12
C1QTNF6,-6.2438507,7.5753336,963
