gene,UMAP1,UMAP2,cluster
SOWAHB,0.56522113,14.663886,26
SOWAHC,-2.6593378,13.524635,1476
SOWAHD,9.080559,9.800221,1455
SOX1,6.035718,1.7993048,2065
SOX10,8.499621,-1.1561428,1540
SOX11,11.999012,-2.196299,2417
SOX12,10.038119,-1.5213224,949
SOX13,4.2474446,6.2528954,1715
SOX15,-5.122098,9.534501,750
SOX17,0.8205319,2.0958335,1303
SOX18,2.3101625,9.568142,878
SOX2,-0.09451906,8.660331,1596
SOX21,3.2420385,11.365341,1520
SOX3,6.7252016,-6.015395,1337
SOX30,1.4194663,6.9572215,854
SOX4,1.8141443,10.621956,2406
SOX5,9.63722,-2.916829,469
SOX6,-0.2755166,0.858016,1769
SOX7,2.520398,9.37136,2075
SOX8,4.427025,4.4412036,2
SOX9,-7.2153554,3.3402352,169
SP1,8.84125,-1.3317304,1298
SP100,1.5127425,1.252141,1847
SP110,5.032519,1.3938776,396
SP140,3.859745,4.004391,597
SP140L,0.089803584,4.3096933,646
SP2,14.74786,0.061460964,1299
SP3,6.437403,5.4295673,670
SP4,7.2539277,-2.8925278,1206
SP5,-0.8150141,9.770898,1320
SP6,-3.9723644,12.26499,508
SP7,6.73502,2.9235606,531
SP8,-0.094175465,8.65946,1596
SP9,6.052767,1.8086598,2065
SPA17,-3.7110596,1.9254442,237
SPACA7,2.1055825,6.325705,491
SPACA9,-0.81768423,5.95952,2422
SPACDR,-0.111838564,4.8146753,1960
SPAG1,-0.36295998,9.675497,2098
SPAG16,1.9890871,-6.128061,258
SPAG17,1.22259,8.750937,1718
SPAG4,-5.229175,-0.019376766,1873
SPAG5,7.797465,1.3698089,217
SPAG6,7.7789307,-5.020371,1605
SPAG8,5.9764695,-0.6697519,875
SPAG9,4.1035767,-4.6797886,1360
SPANXN2,-0.5523802,-2.70414,1851
SPANXN3,-4.645934,1.9198126,293
SPARC,1.43534,-5.105168,931
SPARCL1,6.0802574,1.7787813,2065
SPART,1.5415983,-7.3457923,358
SPATA13,14.6194515,2.684457,1383
SPATA17,4.105715,-4.6581783,1360
SPATA18,-0.10585674,8.437892,1802
SPATA20,-3.8009744,2.6616461,1162
SPATA21,3.5123339,7.5042562,409
SPATA2L,2.2954504,10.386693,1599
SPATA31F1,8.409174,9.41441,1104
SPATA33,3.1959298,6.1641045,211
SPATA4,2.754053,-7.833165,151
SPATA6,3.6752388,-3.8284016,823
SPATA6L,7.7665715,7.361016,2322
SPATC1L,5.5213523,-7.5044065,1101
SPATS1,8.097287,-8.00409,685
SPATS2,7.5374947,3.2838929,865
SPATS2L,-7.098008,0.5369786,160
SPC24,8.432486,5.0749283,1969
SPC25,7.5147805,3.236663,865
SPCS1,5.225636,-3.1902316,1947
SPCS2,-0.854042,2.6838932,15
SPCS3,-2.599814,8.443518,800
SPDEF,1.9132398,12.880918,1003
SPDL1,-2.8522172,-3.7974217,2142
SPECC1,-3.3392854,-2.4808676,253
SPECC1L,10.612352,-1.011293,1267
SPEF1,1.9834589,-6.128887,258
SPEF2,4.185278,5.4063206,1534
SPEG,-5.5834,2.2342398,881
SPEN,13.183745,5.7614098,727
SPESP1,0.82304955,-3.691949,16
SPG11,2.6625962,0.62181824,2423
SPG21,5.576575,-4.7961974,696
SPG7,2.1917517,1.896194,447
SPHK1,0.36845845,0.15061152,128
SPHK2,-0.99353313,4.7968497,1941
SPI1,11.879455,5.0687995,922
SPIB,9.35641,6.1173577,591
SPIC,1.894733,6.653128,125
SPICE1,5.486318,3.3661733,22
SPIDR,3.710981,3.2125072,2363
SPIN1,2.5116374,-3.279739,2177
SPIN3,-4.372937,7.7890186,413
SPIN4,9.342276,12.072624,1046
SPINDOC,0.1582433,-2.7145987,1334
SPINK1,0.47464654,11.516726,587
SPINK13,-1.3689009,-1.7131017,1064
SPINK14,3.3362207,7.503978,1766
SPINK2,11.216866,7.618165,1391
SPINK4,4.297285,12.874952,1288
SPINK5,3.0542436,14.130809,1246
SPINK6,5.3066874,5.8879776,2099
SPINK7,3.0547829,14.132063,1246
SPINT1,0.98895586,14.385195,969
SPINT2,0.7124494,14.628484,57
SPIRE1,3.3989089,-5.5844235,1700
SPIRE2,0.028251985,9.295007,590
SPMAP1,1.8387188,6.597996,125
SPMAP2L,6.3115387,-2.701216,402
SPMIP3,8.775353,10.398961,1109
SPMIP4,8.975689,8.236659,37
SPMIP5,2.312745,-2.6878257,1280
SPMIP6,9.291751,7.110468,346
SPN,6.685752,7.8596225,967
SPNS1,-3.25479,2.6086771,742
SPNS2,-0.04016303,12.27072,1443
SPNS3,11.011055,12.4087305,546
SPOCD1,-5.065075,-4.715926,774
SPOCK1,-1.7823037,-6.706278,181
SPOCK2,-0.09771419,6.151937,1636
SPOCK3,0.6708484,-2.6944525,1471
SPOP,14.254007,0.8217587,1026
SPOPL,4.816907,5.5215144,10
SPP1,-4.074688,6.4624634,1419
SPPL2A,-5.532606,-1.3013052,2151
SPPL2C,3.1187172,8.152305,144
SPPL3,-1.7907753,-3.802924,603
SPR,-7.4396925,6.1072392,205
SPRED1,-8.3426,1.2202501,1749
SPRED2,1.4333447,1.2833899,2424
SPRED3,0.47350287,-7.0889897,644
SPRING1,1.8825386,8.771708,31
SPRR3,-0.43296126,13.413098,867
SPRTN,0.37082773,6.789445,1916
SPRY1,3.477608,7.3927345,13
SPRY2,-8.345906,1.217447,1749
SPRY4,-8.346512,1.2169951,1749
SPRYD3,-1.5802602,2.992376,324
SPRYD4,11.668836,5.6340265,1323
SPRYD7,5.774595,5.402469,1896
SPSB1,-5.372723,0.048267003,721
SPSB2,-1.60174,4.639207,1976
SPSB3,9.496082,14.681904,819
SPSB4,3.6170647,2.405062,724
SPTA1,3.4321504,1.7447543,32
SPTAN1,-1.6018686,2.1161547,435
SPTB,2.711768,5.0932636,474
SPTBN1,-4.6815753,1.9557462,293
SPTBN2,0.8440005,12.704741,980
SPTBN4,8.023429,-6.374455,692
SPTLC1,-5.0748687,-2.1366205,793
SPTLC2,2.6813452,12.046857,473
SPTLC3,-4.8356314,4.0282955,1727
SPTSSA,-2.9352412,6.201065,2014
SPTSSB,-1.3187287,12.233221,123
SPTY2D1,6.4000254,5.461455,670
SPX,5.0019765,-1.7199947,147
SQLE,1.1381016,8.317381,1983
SQOR,5.9666033,-3.1634302,1325
SQSTM1,-3.7983391,-2.120947,2116
SRC,-0.18358919,9.470356,2325
SRCAP,10.589117,2.3798618,529
SRCIN1,1.037421,12.179962,23
SRD5A1,3.010156,1.2349874,708
SRD5A3,8.785496,1.4139987,1457
SREBF1,7.1980696,7.1588554,925
SREBF2,10.437664,10.624115,122
SREK1,16.0337,2.2561579,1073
SREK1IP1,13.38982,2.0890234,425
SRF,6.7375507,8.5648985,54
SRFBP1,3.6719077,-2.7385957,515
SRGAP1,-6.244555,2.3155785,803
SRGAP3,3.2292275,11.356284,1520
SRGN,5.4231677,9.68719,2360
SRI,-1.3469338,5.033674,294
SRM,13.060988,-3.574008,1099
SRMS,2.2973,14.385969,325
SRP14,1.1894107,9.561977,846
SRP19,8.521294,0.7987815,530
SRP68,0.3986431,4.376288,2170
SRP72,13.392341,2.097631,425
SRP9,5.569666,-2.1083724,1566
SRPK1,7.4061694,10.680107,1589
SRPK2,11.051613,-3.1368997,2380
SRPK3,4.910283,5.1548467,1839
SRPRA,4.424275,4.425634,2
SRPRB,6.172552,-5.5582995,442
SRPX,-5.1123753,-5.312068,960
SRPX2,-0.13060802,-2.0630028,827
SRR,-2.451103,0.30801347,987
SRRD,4.747428,-3.5743945,270
SRRM1,10.743587,3.6777592,1761
SRRM2,9.440481,1.7563742,213
SRRM4,7.518362,-0.03461005,730
SRRT,13.222821,4.4204655,1570
SRSF10,12.260982,2.1214206,6
SRSF11,13.076533,8.461652,1237
SRSF12,3.0958974,-3.8846965,2296
SRSF4,13.076348,8.461899,1237
SRSF5,11.950124,8.981794,2096
SRSF6,9.481396,1.8119048,213
SRSF9,12.174479,4.3316474,1413
SRXN1,-3.5314758,-0.7490336,2270
SS18,8.520946,0.79827654,530
SS18L1,14.295219,-1.0991772,47
SS18L2,12.645844,10.6386595,2384
SSB,11.186296,0.8755546,1248
SSBP1,7.1175575,0.8482235,889
SSBP2,9.587639,-2.8303154,469
SSBP3,9.374476,5.4659,2089
SSBP4,8.272029,3.417379,360
SSC4D,6.724401,-6.0156183,1337
SSC5D,4.570342,-1.7620963,2425
SSH1,-6.870224,-0.8538045,1409
SSH2,15.670641,2.254933,1500
SSH3,-3.856099,10.292068,401
SSPN,-3.8843954,-4.7854257,194
SSR1,1.0587047,-0.50373465,183
SSR2,2.4588435,-3.197567,984
SSR3,-5.9259048,0.90460527,631
SSR4,1.638725,-5.727605,2290
SSRP1,13.111027,2.7760398,251
SST,0.20496126,1.3849592,1433
SSTR1,1.1010581,0.11470003,2263
SSTR2,8.043129,-6.3656583,692
SSTR4,5.892332,7.641661,25
SSTR5,7.772306,7.3595347,2322
SSX1,4.5004716,14.179684,462
SSX2IP,9.590116,5.421724,298
SSX3,1.9295983,6.5591807,125
SSX5,-0.5427017,-2.6889164,1851
ST14,-0.7012488,14.339926,652
ST18,6.746804,10.392951,2226
ST3GAL1,1.6031778,7.084519,1164
ST3GAL2,6.0582533,1.2385378,498
ST3GAL3,12.332317,4.301604,1517
ST3GAL4,-0.92494476,3.9227417,1650
ST3GAL5,11.62494,-2.8511558,1031
ST3GAL6,0.63709843,-1.261896,1192
ST6GAL1,12.728853,-0.4160618,2375
ST6GAL2,0.030020783,0.553044,902
ST6GALNAC1,-0.7011491,14.341806,652
ST6GALNAC2,-3.6944737,1.9519196,237
ST6GALNAC3,5.6650486,2.4163766,1115
ST6GALNAC4,8.717969,8.107052,958
ST6GALNAC5,2.3371735,0.4697474,482
ST6GALNAC6,1.3110058,-4.0580015,1777
ST7,8.737387,-2.0826468,1017
ST7L,-2.6223636,6.0126095,2077
ST8SIA1,-0.4549041,-7.855302,583
ST8SIA2,-2.8179376,3.149074,697
ST8SIA3,7.394801,10.017884,155
ST8SIA4,6.8166633,7.719302,581
ST8SIA5,9.637365,-2.9176478,469
ST8SIA6,-1.5160712,2.5587668,100
STAB1,2.8714762,4.316996,564
STAC,-1.7825764,-6.71622,181
STAC2,2.402335,-1.221815,1760
STAC3,16.001673,4.716247,85
STAG1,8.518096,0.8019866,530
STAG2,14.172901,7.6331406,1625
STAG3,8.932707,13.275609,1884
STAM,3.1806495,-8.61265,1491
STAM2,2.9116306,-4.669987,826
STAMBP,-0.88333774,-4.494946,385
STAMBPL1,-1.6517305,10.341373,225
STAP1,11.193656,8.275017,1178
STAP2,-1.1561993,13.268632,146
STAR,10.190348,0.0023102467,629
STARD10,-3.564061,12.791263,569
STARD13,0.7600832,-5.0246086,799
STARD3,1.215186,7.97288,900
STARD3NL,2.7229583,-1.7872746,353
STARD4,9.80523,2.9882677,386
STARD5,0.66131854,8.57376,2113
STARD7,9.953825,2.103924,1226
STARD8,8.616277,-1.760964,2416
STARD9,11.719864,-1.824154,1132
STAT1,-3.9472005,-0.52651757,552
STAT2,2.508791,1.3009621,1981
STAT3,1.0576267,-0.5087114,183
STAT4,-5.0841002,-0.8806934,88
STAT5A,-1.9707799,8.17427,553
STAT5B,13.162157,5.7452335,727
STAT6,4.5714345,0.64572686,912
STAU2,16.470013,0.35549623,1014
STBD1,-3.403562,1.703114,657
STC1,-2.8234484,-1.7605522,1513
STC2,-2.834141,-1.766605,1513
STEAP2,-6.6602936,2.9073446,457
STEAP3,-4.2150855,-5.752382,1533
STEAP4,-2.5967956,14.38982,1782
STEEP1,3.7155082,1.0791923,380
STH,7.402589,10.022512,155
STIL,9.490777,-1.9940808,300
STIM1,4.3546934,-6.346652,50
STIM2,11.347269,5.0057845,668
STING1,-1.9566376,8.182033,553
STIP1,8.462891,0.006734927,1148
STK10,9.197012,1.0955822,1667
STK11,3.981469,13.464985,1283
STK11IP,9.868252,8.4074745,763
STK17A,-2.67538,-0.50164694,11
STK17B,7.3175044,-4.3485384,2415
STK24,4.5307207,6.523706,2426
STK25,-3.7113338,1.9252483,237
STK26,7.9008727,8.550709,2222
STK3,-2.9361024,10.924619,1935
STK31,1.5864514,12.788839,2155
STK32A,-7.902192,0.33728448,661
STK32B,5.200975,-5.0930595,21
STK32C,12.61945,-3.423604,1555
STK33,4.3120103,-3.9278066,1032
STK35,3.2410924,9.136479,1456
STK36,11.693735,-3.368771,472
STK38,2.187809,0.78379804,176
STK38L,7.1435776,0.7351601,522
STK39,11.767719,6.7183805,63
STK4,9.863988,8.410131,763
STK40,14.277207,8.212855,454
STMN1,12.217944,3.8887377,1004
STMN2,7.539111,-0.019353535,730
STMN3,-2.3901694,3.6447256,1838
STMN4,4.2169666,11.191192,1221
STN1,-1.2187057,6.275241,995
STOM,-6.0084968,6.28492,725
STOML1,-3.2028282,-1.1514459,1593
STOML2,11.927369,-3.9737167,2357
STON1,6.7401285,-2.0513885,624
STON2,1.1084204,13.419905,3
STOX1,7.3065248,4.425949,338
STOX2,-0.34656912,11.605547,1595
STPG1,0.32932588,3.367309,2255
STPG2,5.9768043,1.9075205,662
STPG4,-4.217003,9.247036,493
STRA6,1.6367396,0.8406948,2169
STRADA,7.563762,0.040032785,2234
STRADB,-0.53241557,-0.08587645,1489
STRAP,11.406183,3.2175589,415
STRBP,13.924925,8.8807335,901
STRC,7.1583114,12.034922,1043
STRIP1,12.642802,-0.76444393,357
STRIP2,0.71820736,3.795595,95
STRN,10.732972,9.307252,1227
STRN3,8.602187,9.015826,520
STRN4,8.389157,9.892696,1579
STS,3.009378,6.8450336,1882
STT3A,-1.7889136,-3.798945,603
STT3B,4.24151,3.126279,1652
STUB1,-2.6226144,0.6073626,745
STX10,10.683719,0.7123744,1198
STX11,1.103439,2.3228054,231
STX12,-1.8496863,3.1262817,890
STX16,7.5879173,-1.9706506,64
STX18,3.7927072,-6.9037776,2224
STX19,-1.403322,14.140582,373
STX1A,-2.373224,1.1166712,2067
STX1B,-0.25797248,-0.9278466,221
STX2,1.4164674,3.355617,419
STX3,-0.7989236,3.4114234,1204
STX4,-2.0484865,-2.5819714,71
STX5,4.6282725,-4.541397,633
STX6,7.6196036,-0.116537884,730
STX7,1.319242,7.722006,2418
STX8,3.6354694,-2.7162852,515
STXBP1,5.117397,-6.6993937,302
STXBP2,0.20432475,14.084148,507
STXBP3,5.5266037,-2.8219855,1036
STXBP4,3.673961,4.6942697,282
STXBP5,4.6457553,-4.703926,1429
STXBP5L,10.570858,3.170595,691
STXBP6,1.9676746,4.7952404,1488
STYK1,-5.642029,10.520847,250
STYX,-2.0247254,6.900258,711
STYXL1,-2.0647874,0.4265905,1309
STYXL2,0.35732284,-1.8644106,837
SUB1,-1.5260459,12.462393,1140
SUCLA2,10.500769,-1.1619363,2011
SUCLG1,6.567144,6.57554,1502
SUCLG2,-0.64972883,6.989636,847
SUCNR1,3.4428449,1.7261797,32
SUCO,5.8174295,6.7224336,2184
SUDS3,6.812136,4.823571,255
SUFU,7.2654004,5.7659326,930
SUGCT,-1.7903924,1.4467634,198
SUGP1,8.30806,3.392219,360
SUGP2,10.099251,6.57589,1282
SUGT1,10.571392,-1.8247247,1252
SULF1,0.8138038,-1.0373255,1015
SULF2,-1.9203188,0.02988243,2299
SULT1A1,-1.8180555,11.108214,2253
SULT1B1,-2.4831054,8.655482,370
SULT1C2,-4.685638,1.959902,293
SULT1C4,7.5261836,-0.0013286388,730
SULT1E1,-0.51232,11.298044,663
SULT2B1,0.7394528,14.667856,57
SULT4A1,2.5078456,2.7132642,1047
SULT6B1,-2.520636,4.7528,1687
SUMF1,-2.9548364,-4.437677,2374
SUMF2,4.2981167,-0.86881006,126
SUMO1,-0.0033205026,3.8565683,1407
SUMO3,4.367625,-2.3674567,570
SUN1,3.9344125,2.9864912,1788
SUN2,3.0763576,-0.5183538,86
SUN5,-1.8352835,5.8034177,1018
SUOX,8.650774,12.544015,1663
SUPT16H,16.756865,2.0403082,535
SUPT20H,10.522778,-1.1377496,2011
SUPT3H,10.352933,-1.0347648,2427
SUPT4H1,6.1673627,-1.1309323,471
SUPT7L,3.6877322,6.7624564,737
SUPV3L1,12.874646,9.061525,1358
SURF1,5.003442,3.135489,753
SURF2,5.947947,-3.2325222,1253
SURF4,-0.48185897,-7.361724,1118
SURF6,9.408073,-2.4219956,1724
SUSD1,6.747291,10.393077,2226
SUSD2,-1.648254,10.083021,372
SUSD3,10.014469,11.170177,2139
SUSD4,-5.317916,7.597363,5
SUSD5,-3.2086203,-1.8376094,2362
SUSD6,3.558165,10.974947,1518
SUV39H1,7.778374,8.045194,1254
SUV39H2,5.81488,3.925013,651
SUZ12,12.007879,8.17659,1157
SV2A,9.633718,-5.1059036,2189
SV2B,10.267624,-4.2167416,965
SV2C,0.2715722,5.2777157,80
SVBP,7.1505327,-2.514813,918
SVEP1,-1.2557669,-0.11453878,119
SVIL,-5.8501606,3.512742,87
SVIP,3.8693633,7.449291,1001
SVOPL,3.2210867,12.926032,131
SWAP70,-1.216268,6.279172,995
SWSAP1,8.509808,8.9254875,1968
SWT1,11.744115,-4.2520094,953
SYAP1,-1.4804794,-2.1459582,480
SYBU,1.6940806,11.777429,79
SYCE1,7.169535,6.526963,14
SYCE1L,7.161059,6.4462414,14
SYCE2,10.10126,6.575535,1282
SYCP1,3.0501428,-2.2829385,1421
SYCP2,0.4704157,9.918376,248
SYCP2L,7.214803,2.8228238,621
SYDE1,-0.8508156,-5.5976,489
SYDE2,2.3517656,7.5036464,2186
SYF2,7.05028,7.133566,1331
SYK,10.992302,12.432945,546
SYN1,3.8438983,-6.205562,853
SYNC,-2.5611029,3.634692,1232
SYNCRIP,5.5575686,-0.609185,408
SYNDIG1,-0.7195587,-1.4261123,1217
SYNE1,3.661046,0.555301,281
SYNE2,1.7229935,15.26155,885
SYNE3,5.5753717,12.070761,1933
SYNE4,5.179439,14.790301,1059
SYNGAP1,12.921063,-2.3791351,615
SYNGR1,6.08796,4.5269055,1887
SYNGR2,-0.9023718,15.303346,1310
SYNGR3,3.2017972,3.8256977,744
SYNJ1,9.055148,-8.708652,2379
SYNJ2,-4.215936,-5.750624,1533
SYNJ2BP,5.4711113,-3.9230373,1753
SYNPO,0.68885326,-3.9185622,964
SYNPO2,5.0316105,-7.741007,1808
SYNPO2L,11.722588,-5.2120094,291
SYNRG,16.053936,5.539843,329
SYP,8.190944,13.2323065,592
SYPL1,-2.0652726,0.42636093,1309
SYPL2,7.0810604,-6.0531316,2350
SYS1,-5.4048486,4.3831606,2080
SYT1,0.67150843,-2.6948104,1471
SYT11,9.52285,-4.967672,756
SYT12,-4.99707,4.617599,1442
SYT13,3.7795806,14.089645,7
SYT14,-1.2298456,-9.1499815,34
SYT17,1.9329565,10.541666,2428
SYT2,7.562863,-0.0604909,730
SYT4,7.438045,10.051227,155
SYT5,3.2016442,3.8259566,744
SYT7,1.0406684,16.577305,604
SYT8,1.0275662,10.613397,2055
SYTL1,0.20546612,14.083886,507
SYTL2,-6.9714675,1.3862323,2414
SYTL3,-5.085599,-0.88231415,88
SYTL4,-3.9776049,-1.5420563,1203
SYTL5,-3.2879882,4.0645394,1013
SYVN1,2.8631837,3.0250914,1857
SZRD1,3.161789,-1.9829806,1698
SZT2,-1.9856118,1.7514775,2218
TAB2,3.9788678,0.45029205,1910
TAB3,2.1313753,6.2936935,491
TAC1,0.8287241,-3.697003,16
TAC3,12.584478,7.7610483,1799
TAC4,2.4116318,4.9008355,939
TACC1,-0.67121,2.6272316,770
TACC2,-3.520876,6.070955,1367
TACC3,8.433822,5.0766206,1969
TACO1,14.5518265,-2.7029521,768
TACR1,6.72363,-6.004497,1337
TACSTD2,-2.596949,14.390108,1782
TADA1,9.470201,0.6038667,1382
TADA2A,11.516908,7.1726193,19
TADA2B,3.792768,-6.903564,2224
TADA3,11.763062,-5.7052684,904
TAF1,7.1100316,8.42466,1775
TAF10,6.0361376,0.74995065,686
TAF11,6.473066,-2.022292,1526
TAF12,9.208333,2.114903,2429
TAF13,3.4023454,-5.587735,1700
TAF1A,1.9957042,0.09929228,2244
TAF1B,10.379136,-5.4278584,1276
TAF1C,14.983834,6.7348995,110
TAF1D,13.229935,7.154478,465
TAF2,8.394501,-4.276228,689
TAF3,15.217305,2.9531102,759
TAF4,10.064046,12.541732,430
TAF4B,9.874016,10.122563,2214
TAF5,14.361352,11.971515,483
TAF5L,8.545171,-5.1279883,1811
TAF6L,7.3877487,13.515237,1209
TAF7,2.705177,3.9171157,1053
TAF7L,0.8839679,-5.222239,1102
TAF8,15.690719,-1.4633186,834
TAF9,5.50906,6.020212,1293
TAF9B,3.4746177,-0.887281,2321
TAFA2,7.778958,-5.0216393,1605
TAFA3,-2.2421052,5.6649294,1503
TAFA5,6.758079,2.9161994,531
TAFAZZIN,4.5603848,-2.7747064,2030
TAGAP,10.292473,9.867857,586
TAGLN,1.7326821,-2.1336377,2289
TAGLN2,-6.4302897,-1.91305,1656
TAGLN3,-0.72692573,-1.4488444,1217
TAL1,9.433305,13.576883,2118
TALDO1,-1.577029,2.9953566,324
TAMALIN,8.010771,-8.062001,685
TAMM41,15.183894,2.9668205,759
TANC1,-6.948015,2.2511175,1864
TANC2,-1.1620567,-8.100593,994
TANGO2,4.380185,-6.370954,50
TANGO6,3.2718403,1.9624152,93
TANK,3.1655173,-4.5937967,1365
TAOK1,3.2291858,1.0132968,1093
TAOK2,4.2687345,-0.26080245,1929
TAOK3,12.474974,-0.01545552,1900
TAP1,1.9478644,2.066875,1750
TAP2,-0.65279454,7.6144195,1688
TAPBP,-3.9662275,-0.5381981,552
TAPBPL,-1.8991165,8.282471,553
TAPT1,7.5542355,1.9040885,757
TARBP1,9.296206,6.1560183,591
TARBP2,3.6299198,4.2697396,2223
TARDBP,12.206271,3.8566437,1004
TARS2,7.715161,2.5425415,792
TARS3,4.276007,11.127228,2430
TAS1R3,7.465861,3.60268,1072
TAS2R10,6.533589,0.2821496,1107
TAS2R43,7.245823,6.5999565,421
TAS2R46,7.251352,6.606522,421
TASL,9.24004,12.624284,1186
TASOR2,7.585888,11.26641,407
TASP1,3.306011,12.969326,133
TATDN1,11.369065,-4.0788665,981
TATDN3,13.89759,1.3140876,1121
TAX1BP1,-0.46667156,2.4469666,2397
TAX1BP3,-2.371097,-0.6818538,2069
TBC1D1,6.0809197,1.2063701,498
TBC1D10A,-4.662164,5.9340806,2171
TBC1D10B,6.359044,11.780489,1798
TBC1D10C,12.518753,5.3290267,292
TBC1D12,3.1767473,-8.603648,1491
TBC1D13,3.2578914,5.4877644,2431
TBC1D14,7.5999184,11.210839,407
TBC1D15,9.742147,2.9413216,1444
TBC1D16,3.4206042,-1.2107939,1234
TBC1D19,1.2388312,-1.5538543,1554
TBC1D2,-6.560565,2.146333,333
TBC1D20,3.6353252,-8.453998,316
TBC1D22B,9.067546,1.103973,1633
TBC1D23,2.2894144,-5.688609,2402
TBC1D24,11.754841,8.083985,2432
TBC1D2B,2.6282766,3.6601362,449
TBC1D30,0.84313816,12.702379,980
TBC1D31,11.61173,9.932983,579
TBC1D32,-1.8256029,4.46918,2433
TBC1D4,13.266941,10.2285795,432
TBC1D5,9.734542,2.9148803,1444
TBC1D7,10.120665,-0.48528272,2152
TBC1D8,3.018139,9.507314,134
TBC1D8B,-6.971568,1.3858538,2414
TBC1D9,-0.44865596,-3.2250252,148
TBC1D9B,-1.6389295,2.1002367,435
TBCA,9.918034,-0.5883223,361
TBCB,4.922358,6.12526,1541
TBCC,6.4728518,-2.0229754,1526
TBCD,10.56895,3.17112,691
TBCE,8.068116,-6.3622007,692
TBCEL,5.7805815,-3.9840324,567
TBCK,1.7105082,2.3864598,675
TBK1,9.360839,12.106853,1046
TBKBP1,4.2113323,11.199496,1221
TBL1X,11.71464,1.6362346,1804
TBL1XR1,8.766328,10.4201975,1109
TBL2,-4.2469,5.51513,1699
TBL3,0.5312098,4.9843955,166
TBP,8.049,-5.499938,780
TBPL1,13.371847,-2.8452628,349
TBRG4,7.500662,-4.41957,2036
TBX1,4.1007185,8.127713,2147
TBX10,11.909842,9.741928,683
TBX15,4.9854846,-8.226145,1389
TBX18,-1.230142,-9.150441,34
TBX2,7.084447,-6.0551167,2350
TBX21,1.084576,0.350271,2434
TBX3,4.62574,-4.40923,2356
TBX4,3.050555,-2.2843764,1421
TBX6,0.1267657,4.889392,1713
TBXA2R,-0.9311038,-6.0203032,625
TBXAS1,1.8838334,4.0912304,798
TC2N,1.1467462,14.210929,595
TCAF1,-1.6249713,-0.56558764,2435
TCAP,13.291326,3.6602745,210
TCEA1,14.52082,1.1908373,988
TCEA2,-6.5391126,-3.223661,72
TCEA3,-0.61888117,2.4214535,1523
TCEAL1,1.3925438,-6.4461374,820
TCEAL2,3.6289423,-0.85339665,639
TCEAL3,-1.7856921,-6.7072606,181
TCEAL4,-2.667303,-2.092157,886
TCEAL5,3.6253917,-0.85896724,639
TCEAL7,3.6287193,-0.8726136,639
TCEAL8,-1.0772353,0.8267767,554
TCEAL9,-0.84900033,-5.5910306,489
TCEANC2,10.747131,3.672988,1761
TCERG1,12.472512,13.047786,475
TCERG1L,7.6163964,-0.1140319,730
TCF12,12.171598,8.331032,751
TCF15,8.434903,9.39257,1104
TCF19,13.660931,7.113768,695
TCF20,10.06396,12.541332,430
TCF21,2.7580688,-5.7328067,1343
TCF25,2.1895578,1.8987736,447
TCF3,16.001394,4.720193,85
TCF4,9.594201,-2.8371382,469
TCF7,10.171372,1.5304229,1352
TCF7L1,1.0713211,-4.7566557,1748
TCF7L2,4.5293045,7.9888425,702
TCFL5,-3.0085118,3.4166212,1465
TCHH,-1.56304,10.149109,2436
TCHP,13.596489,3.7432473,2405
TCIM,1.1722401,0.24917607,2372
TCIRG1,-0.63782233,7.6021824,1688
TCL1A,11.972426,7.6446238,1614
TCL1B,8.388588,7.9854927,2109
TCN1,-2.1684065,2.5367966,785
TCN2,2.4426057,-4.464232,1630
TCOF1,13.118341,2.76942,251
TCP1,12.35687,1.1362846,1259
TCP11L1,2.4102666,-1.0757514,526
TCP11L2,-6.021836,1.5121647,2121
TCTA,8.136666,-4.7268834,1496
TCTN1,-1.401334,-5.615732,873
TCTN2,1.6157817,-1.542741,2024
TDG,11.262923,6.2511077,484
TDO2,-4.3777676,0.3829955,351
TDP1,9.792748,-7.992769,809
TDP2,9.3852,-1.8834352,300
TDRD10,2.7617364,0.89410377,607
TDRD12,0.11818217,3.1068678,406
TDRD3,15.98745,3.2913709,1292
TDRD5,4.27983,13.49873,262
TDRD7,0.09054897,4.354255,646
TDRD9,5.562765,11.078888,249
TDRKH,1.5120411,5.078462,1373
TDRP,-0.6854549,3.3760352,468
TEAD1,-3.4599068,-4.023268,2366
TEAD2,2.753734,-3.7125196,376
TEAD3,-6.2495346,7.56408,963
TEAD4,-1.9154222,-1.2012893,1674
TEC,8.090082,11.759837,782
TECPR1,9.18227,-1.1223665,390
TECPR2,-5.0691195,8.047241,729
TECR,2.717491,1.4779414,877
TECRL,5.0703573,4.014438,996
TEDC1,14.986392,6.731893,110
TEDC2,13.712002,-2.4674602,1097
TEF,-2.9140723,-2.5530903,2306
TEFM,9.198263,10.2941885,1551
TEK,6.484712,-1.4931433,1183
TEKT2,7.208344,2.810972,621
TEKT4,1.9061018,6.561535,125
TEKTIP1,8.508779,-1.1679313,1540
TELO2,0.5361867,4.9881067,166
TEN1,1.8623233,11.33439,2181
TENM1,2.9568467,2.9994512,1212
TENM3,0.71359545,-5.9804997,12
TENM4,5.2476516,0.2563748,2267
TENT4A,3.8110812,11.6694,899
TENT4B,10.66279,-0.33423012,983
TENT5A,-1.8077252,-5.061096,731
TENT5B,-5.31888,7.6031528,5
TENT5C,5.046493,12.241224,1166
TEP1,3.8388884,9.188292,1144
